Classic,10/08/2015 08:22:23,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,15/07/2015 20:12:40,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,15/07/2015 15:44:37,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,15/07/2015 00:10:18,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,14/07/2015 18:23:01,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,14/07/2015 03:13:26,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,08/07/2015 12:36:48,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,06/07/2015 22:27:50,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,06/07/2015 21:39:38,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,02/07/2015 17:18:32,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,12/06/2015 14:52:18,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,01/06/2015 19:29:21,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,26/05/2015 23:48:05,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,22/05/2015 16:05:40,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,22/05/2015 11:39:20,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,27/02/2015 14:46:02,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,27/02/2015 12:26:59,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,26/02/2015 11:27:42,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,28/01/2015 20:36:37,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,28/01/2015 20:29:12,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,28/01/2015 13:18:04,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,28/01/2015 13:01:00,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,26/01/2015 12:12:28,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,20/01/2015 11:27:52,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
Classic,19/01/2015 16:58:09,SQLAgent$SQLEXPRESS2008,103,Service Control,SQLServerAgent could not be started (reason: Error creating a new session).
